ID,Year of Study,Acquired Skills
12155,1.0,"Probability, Compilation"
14882,4.0,"Dynamic Structures, Mathematics, Software Engineering, Web Development"
17889,4.0,"Mathematics, Compilation"
19542,3.0,Security
10772,5.0,"Web Development, Statistics, Compilation, Security"
15247,4.0,Algorithmic
13842,5.0,"Design, Software Engineering"
14589,2.0,"Software Engineering, Design, Python, Java"
17806,2.0,"Web Development, Dynamic Structures, Robotics"
14565,2.0,"Compilation, Security, Static Structures, C++"
11344,1.0,"Python, Web Development"
17619,5.0,Security
19165,2.0,"Robotics, Security, Mathematics"
13547,2.0,"Software Engineering, Mathematics, Probability, Robotics"
11830,5.0,"Probability, Robotics, Software Engineering"
13091,3.0,
13561,5.0,"C++, Security, Software Engineering"
13738,2.0,"Python, Design, Robotics"
11558,1.0,"Statistics, Software Engineering, Robotics, Probability"
17015,1.0,"Java, Dynamic Structures, Static Structures, C++"
11974,1.0,"Robotics, Software Engineering, Probability, Python"
18493,5.0,"Algorithmic, Python, Web Development, Mathematics"
15117,1.0,"Security, Web Development"
18311,4.0,"Dynamic Structures, Compilation"
10805,3.0,"Statistics, Security, Static Structures, Compilation"
14466,4.0,"Design, Web Development, Probability, Robotics"
14654,1.0,"Mathematics, Statistics, Design"
18260,4.0,Python
19755,1.0,"Robotics, Mathematics, Probability"
15879,1.0,Design
16612,1.0,"Statistics, Web Development, Security"
15582,2.0,"C++, Python"
16974,5.0,"Python, Robotics, Statistics"
12979,3.0,"Python, C++, Compilation"
11217,1.0,"Design, Software Engineering, Static Structures"
17623,4.0,
16664,2.0,"Robotics, C++, Statistics"
18387,5.0,"Software Engineering, Static Structures, Robotics, Design, Security"
11630,4.0,"Algorithmic, Software Engineering, C++, Robotics, Mathematics"
19592,,"Web Development, Static Structures"
10375,1.0,Robotics
12033,1.0,"Static Structures, Probability"
17347,4.0,"Static Structures, Mathematics, Java"
10444,5.0,"Compilation, Static Structures, C++"
13142,1.0,"Java, Probability, Compilation"
19308,4.0,"Software Engineering, Python"
12796,1.0,"Python, Java, Security"
18982,2.0,Statistics
15701,4.0,Static Structures
13455,4.0,"Security, Compilation, Software Engineering"
18362,3.0,"Java, C++, Algorithmic, Web Development, Design"
12417,5.0,
10717,2.0,"Java, Web Development, Probability"
11729,2.0,Java
17926,4.0,"C++, Dynamic Structures, Probability"
17831,2.0,
15933,2.0,Python
16907,5.0,"Mathematics, Design, Web Development"
12977,1.0,"Java, Software Engineering, Algorithmic"
14755,4.0,Robotics
18334,3.0,"Python, Security, Software Engineering, Algorithmic"
15940,3.0,Software Engineering
17939,2.0,"Static Structures, Probability, Dynamic Structures"
13928,5.0,"Statistics, Mathematics, Robotics, Static Structures"
19459,5.0,"Security, C++"
10998,,"Dynamic Structures, Robotics, Probability, Mathematics, Python"
11607,5.0,"Dynamic Structures, Web Development"
11412,4.0,"Security, Probability, Mathematics, Python, Robotics"
16034,4.0,Java
14990,4.0,"Web Development, Robotics"
15691,5.0,"Static Structures, Algorithmic, Python"
17742,4.0,"Python, Java, Compilation"
18871,4.0,"Software Engineering, Security, C++, Algorithmic, Static Structures"
16749,5.0,Compilation
10999,5.0,"Probability, Security"
10488,2.0,Compilation
18826,1.0,"Python, Security, Compilation"
17016,4.0,"Security, Software Engineering, Robotics, Static Structures, Probability"
15432,4.0,"Compilation, Software Engineering, Dynamic Structures, Design"
13944,4.0,"Statistics, Python"
10816,5.0,"Compilation, Mathematics, Security"
12840,3.0,"Java, Compilation, Mathematics, Robotics, Probability"
10941,5.0,C++
17399,3.0,"Software Engineering, Dynamic Structures"
16849,3.0,"C++, Java, Web Development, Design"
14732,2.0,"Software Engineering, Python, Static Structures, Compilation, Java"
10520,1.0,"Probability, C++, Compilation"
19868,5.0,"C++, Robotics, Algorithmic"
14516,2.0,"Static Structures, Software Engineering, Web Development, Algorithmic"
19261,3.0,"Web Development, Security, Static Structures"
19969,4.0,"Statistics, Design"
17634,5.0,Algorithmic
16151,4.0,"Dynamic Structures, Design, Robotics"
19382,4.0,"Static Structures, Probability, Algorithmic, C++, Compilation"
11781,5.0,"Robotics, Statistics, Web Development, Probability"
18950,1.0,"Security, Software Engineering, Statistics, Compilation"
19018,3.0,"Mathematics, Algorithmic, Robotics"
10141,2.0,"Security, Mathematics"
15618,3.0,"Robotics, Dynamic Structures, Mathematics, C++"
19811,3.0,"Probability, Web Development, Mathematics"
12795,1.0,"Static Structures, Robotics, Python, Dynamic Structures, Statistics"
19541,2.0,"Probability, Security"
17807,2.0,"Python, Statistics, Robotics, Design"
10538,2.0,Java
16314,4.0,"Dynamic Structures, Mathematics"
14342,1.0,"C++, Compilation, Mathematics, Probability"
11753,3.0,"Design, Mathematics, Statistics, Python"
10146,2.0,"Robotics, Probability, Statistics, Dynamic Structures"
11273,2.0,Probability
19248,3.0,"Algorithmic, Mathematics, Statistics"
17439,4.0,"Java, Security"
14517,4.0,"Python, Robotics, C++, Java"
14581,2.0,"Mathematics, Web Development"
13682,1.0,"Robotics, Probability, Security, Software Engineering"
13392,4.0,"Mathematics, C++, Web Development, Compilation, Probability"
11804,5.0,"Python, Statistics, Probability"
10518,4.0,Robotics
14345,5.0,"Statistics, Java, Probability, Robotics, Python"
18671,2.0,"Java, Compilation, Static Structures, Robotics"
12553,4.0,"Security, Design, Web Development, Python"
10088,1.0,
18251,4.0,"Design, Compilation, Dynamic Structures, Security"
10764,,"Dynamic Structures, Statistics, Algorithmic, Web Development, Design"
15252,3.0,Statistics
14989,3.0,
18167,1.0,"C++, Java, Probability, Security"
12623,2.0,"Dynamic Structures, Algorithmic, Compilation, Robotics"
13597,5.0,"Security, Mathematics"
19098,5.0,"Algorithmic, C++"
14917,2.0,Compilation
13900,4.0,"Dynamic Structures, Compilation"
10503,1.0,"Python, C++, Security, Web Development, Software Engineering"
11821,3.0,"Static Structures, C++, Design, Probability"
13871,5.0,"Static Structures, C++, Java, Software Engineering"
15133,5.0,"Security, Static Structures"
14273,5.0,C++
16706,1.0,"Web Development, Algorithmic, Software Engineering, Compilation, Design"
14118,2.0,"Security, Python, Web Development"
19687,3.0,"Robotics, Web Development, Python, Dynamic Structures"
17877,4.0,
13732,2.0,Security
16269,3.0,"Python, C++, Dynamic Structures"
13673,1.0,"Statistics, Software Engineering, Mathematics"
15619,1.0,"Python, Java, C++, Security, Statistics"
19430,2.0,"Design, Statistics, Static Structures"
15761,5.0,"Dynamic Structures, Software Engineering, Java, Algorithmic"
16941,5.0,"Static Structures, Security, C++, Statistics"
14701,1.0,"Web Development, Design"
10981,4.0,"Static Structures, Algorithmic, Java, Mathematics, Compilation"
10272,1.0,"Mathematics, Probability, Web Development, Dynamic Structures, C++"
19530,1.0,Mathematics
15386,1.0,Security
13774,1.0,"Statistics, Probability"
18665,3.0,Python
15098,,"Probability, Compilation, Static Structures, Security"
12858,5.0,Security
12020,2.0,"Java, C++, Dynamic Structures"
15746,2.0,"Probability, Software Engineering"
19771,4.0,"Python, Java"
16695,5.0,"Java, Design"
12990,3.0,"Software Engineering, Statistics"
19380,1.0,
18408,1.0,Web Development
17445,4.0,"Security, Java, Algorithmic, Robotics"
17090,4.0,"Software Engineering, Python, C++"
17712,2.0,"Algorithmic, C++, Compilation"
12322,2.0,Python
11169,4.0,Mathematics
17185,1.0,"Software Engineering, Compilation, Web Development, Mathematics"
12261,3.0,"Compilation, Statistics, Mathematics"
19822,1.0,"Robotics, Dynamic Structures, Statistics"
14073,2.0,"Security, Java, Python, Robotics"
16359,3.0,"Robotics, Mathematics"
12457,1.0,"Static Structures, Java, Security"
18424,3.0,"Security, Statistics, Algorithmic, Robotics"
12502,4.0,"Static Structures, Statistics, Algorithmic"
17435,2.0,"Algorithmic, Static Structures"
12610,3.0,Web Development
13714,1.0,"Design, Static Structures, Robotics, Compilation, Python"
10139,3.0,"Algorithmic, Static Structures"
17340,1.0,"Probability, Web Development, Statistics, Algorithmic"
12025,5.0,Mathematics
11016,5.0,Python
14949,1.0,"Web Development, Software Engineering, Mathematics, Probability"
16875,5.0,"Robotics, Static Structures, C++, Algorithmic, Dynamic Structures"
11624,1.0,"Probability, Algorithmic, Robotics"
12745,,"Statistics, Static Structures, Dynamic Structures"
11529,4.0,"Mathematics, Python, Web Development, Dynamic Structures, Security"
19208,2.0,Java
13106,1.0,"Software Engineering, Robotics, Python"
10958,4.0,"Software Engineering, Security, Java"
11700,3.0,"Compilation, Python, Design"
12813,2.0,"Design, Algorithmic, Compilation, Software Engineering, C++"
18543,4.0,"Design, Static Structures, C++, Software Engineering, Robotics"
14017,2.0,"C++, Security"
16087,2.0,
12601,3.0,"Java, Probability, Static Structures, Python"
19918,1.0,"Probability, Robotics, Static Structures"
16848,1.0,"C++, Compilation, Python, Software Engineering, Algorithmic"
18632,4.0,Python
17565,3.0,Compilation
17747,3.0,"Robotics, Mathematics, C++, Security"
15053,5.0,"Robotics, Statistics, Software Engineering, Dynamic Structures"
16579,2.0,"Mathematics, Probability, Robotics"
14297,1.0,"Mathematics, Statistics, Security, Compilation"
10576,1.0,"Design, Mathematics, Java"
18952,5.0,Compilation
14688,5.0,"Algorithmic, Dynamic Structures, Robotics, Security"
13404,2.0,"Statistics, Algorithmic, Java, Mathematics"
14646,3.0,"Static Structures, Statistics, Robotics, Java"
18323,3.0,"Probability, Mathematics, Static Structures"
10988,4.0,"Web Development, Mathematics, Compilation"
11557,3.0,Python
12734,5.0,"Compilation, Probability, Robotics, Mathematics"
12538,1.0,"Python, Algorithmic, Probability"
14403,1.0,"Static Structures, Python, Mathematics"
19732,4.0,"Security, Software Engineering, Design, Statistics"
18503,4.0,"Dynamic Structures, Probability, Design"
10982,3.0,Web Development
14400,1.0,"Dynamic Structures, Software Engineering"
12759,2.0,"Static Structures, Statistics, Compilation, Software Engineering"
12573,3.0,"Compilation, Static Structures"
19974,5.0,"Compilation, Design"
16737,5.0,"Probability, Statistics, Static Structures, Java"
13158,3.0,"Static Structures, Algorithmic, Design"
18273,4.0,"Robotics, Java"
17374,1.0,Mathematics
13431,5.0,"Web Development, Static Structures, Algorithmic, Java"
14988,2.0,"Probability, Java, Compilation, Python"
10374,1.0,"Statistics, C++"
10592,5.0,"Dynamic Structures, Security, Java, Compilation, Probability"
19330,3.0,"Robotics, Security"
10341,1.0,Software Engineering
17110,1.0,
13678,1.0,"Robotics, Design, Dynamic Structures, Java"
15802,2.0,"Static Structures, Robotics"
10705,5.0,"Web Development, Software Engineering, Java, Compilation"
12704,1.0,"Python, Security"
16342,,"Mathematics, Design, Algorithmic, Robotics"
10602,3.0,"Python, Design, Statistics, Software Engineering"
19047,5.0,
11571,3.0,"Dynamic Structures, Compilation, Statistics"
13234,5.0,"Design, C++, Mathematics, Algorithmic"
10527,,
10934,,"Python, Software Engineering, C++, Mathematics"
19617,2.0,Dynamic Structures
19086,,Compilation
19729,1.0,"Web Development, C++, Mathematics, Dynamic Structures"
10342,4.0,"Probability, Mathematics"
15572,5.0,"Security, Statistics, Web Development, Design, Algorithmic"
10784,5.0,"Dynamic Structures, Compilation"
10755,5.0,"Software Engineering, Web Development, Python"
10608,5.0,"Probability, Java, Static Structures, Algorithmic, Software Engineering"
14826,5.0,"Design, C++"
12358,2.0,"Mathematics, Compilation, Statistics, Dynamic Structures"
18271,,"Python, Security, Java, C++"
14085,1.0,Security
13389,2.0,"Web Development, Robotics, Java"
18291,3.0,"Mathematics, Software Engineering"
18975,2.0,"Dynamic Structures, Java, Probability, Python, Web Development"
11184,4.0,"Design, Java"
10617,5.0,"Security, Mathematics"
15005,5.0,"Dynamic Structures, Web Development, C++, Probability"
19761,3.0,"Design, Compilation"
12855,5.0,"Compilation, Static Structures, Java, Software Engineering, Python"
13449,4.0,Algorithmic
13501,5.0,"Design, Security, Java, Python, C++"
11150,4.0,"Algorithmic, Web Development, Robotics, Security, Software Engineering"
11812,2.0,Design
17935,2.0,"Static Structures, C++, Statistics, Dynamic Structures"
19407,4.0,"Web Development, Security, Mathematics"
12256,1.0,"Static Structures, Java"
15168,3.0,"Design, C++, Statistics, Dynamic Structures"
10496,4.0,Java
13861,1.0,"Dynamic Structures, Static Structures"
13982,5.0,"C++, Compilation, Design"
16771,2.0,Algorithmic
19624,4.0,"Dynamic Structures, Web Development, Mathematics"
13041,1.0,
10140,4.0,C++
15570,4.0,"Probability, Security"
11135,4.0,
11397,4.0,Security
17867,5.0,"Algorithmic, Robotics, Dynamic Structures, Python"
19580,3.0,"Mathematics, Statistics, Security, Software Engineering, Algorithmic"
14874,3.0,"Mathematics, Python"
10677,2.0,"Robotics, Static Structures"
14340,2.0,Algorithmic
18572,5.0,
19125,1.0,"Dynamic Structures, Security, Java, Robotics"
14700,3.0,"Statistics, Web Development, C++"
18562,2.0,"Compilation, Probability, Security, Python"
13845,1.0,"Statistics, Design, Compilation, Mathematics, Software Engineering"
12420,2.0,"Design, Algorithmic"
13212,1.0,"Web Development, Statistics, Java, Compilation"
17132,4.0,"Statistics, C++"
13249,3.0,"Algorithmic, Software Engineering, Compilation"
11471,1.0,"Python, Dynamic Structures, Compilation, Algorithmic, Design"
11131,1.0,
15061,1.0,"Dynamic Structures, Java, Security"
13221,4.0,"Static Structures, Compilation"
15865,1.0,"Design, Dynamic Structures, Web Development, C++, Static Structures"
13335,4.0,Web Development
12849,1.0,"Dynamic Structures, Statistics, Design"
17406,2.0,"Algorithmic, Statistics, Python, Security, C++"
19697,2.0,
17577,2.0,Algorithmic
13150,2.0,"Compilation, Statistics"
16090,4.0,"Design, Python"
14721,3.0,Design
18392,1.0,"Statistics, Probability, Mathematics, C++, Algorithmic"
12442,4.0,"Algorithmic, Static Structures, Compilation, Dynamic Structures, Probability"
12133,2.0,"Static Structures, Mathematics"
11354,4.0,"Python, Statistics, Java, Design, Algorithmic"
14112,2.0,"Web Development, Probability, Static Structures"
10159,5.0,"Software Engineering, Static Structures, C++"
18739,5.0,"Python, Design"
16830,1.0,"C++, Compilation"
15469,1.0,C++
17629,,"Compilation, Static Structures, Mathematics, Algorithmic, Web Development"
14966,4.0,Security
17133,5.0,"Probability, Static Structures, Security, C++"
11502,5.0,"Security, Software Engineering"
13024,1.0,Robotics
15140,1.0,"Algorithmic, Dynamic Structures, Robotics"
15557,,"Python, Static Structures, Security, Statistics, Software Engineering"
10027,4.0,"Probability, Static Structures, Design, Compilation"
10735,5.0,Compilation
19321,3.0,"Mathematics, Probability, Statistics"
13895,,"Robotics, Probability, C++, Python"
14627,5.0,
15337,2.0,Software Engineering
17032,4.0,"Static Structures, Robotics, Algorithmic, Web Development, Java"
10371,1.0,"Web Development, Robotics, Software Engineering, Algorithmic, Probability"
11271,5.0,"Security, C++"
16514,1.0,"Statistics, Algorithmic"
19219,2.0,Security
12036,2.0,"Security, Robotics, Design, Probability"
17786,1.0,"Mathematics, Java, Static Structures, Dynamic Structures"
19109,2.0,"Web Development, Python, Static Structures, Mathematics"
11638,5.0,"Design, Software Engineering, Compilation"
15361,3.0,Algorithmic
11233,5.0,"Mathematics, Algorithmic, Robotics, Design"
19615,,"Algorithmic, Probability"
14893,5.0,"Algorithmic, Robotics, Web Development"
19084,5.0,"Python, Dynamic Structures, Probability"
15918,4.0,
14461,5.0,"Algorithmic, Compilation"
18366,2.0,Design
14331,5.0,"C++, Static Structures, Dynamic Structures, Compilation, Java"
18949,2.0,"Probability, Web Development, Statistics, Python"
13971,2.0,Python
11101,2.0,"Software Engineering, Design, Probability, Java, Dynamic Structures"
18481,2.0,Probability
11080,4.0,"Mathematics, Probability"
14194,1.0,"Software Engineering, Python, Static Structures, Java"
16219,2.0,"C++, Software Engineering"
11404,4.0,"Web Development, Statistics, Algorithmic"
16167,1.0,"Static Structures, Software Engineering, Compilation"
12808,5.0,"Statistics, Java"
16317,2.0,"Java, Mathematics"
19228,3.0,"Statistics, C++, Python, Security, Probability"
12104,2.0,"Algorithmic, Static Structures"
